epoch,train_loss,train_ppl,train_tokens_per_sec,train_epoch_time_sec,train_cpu_mem_mb,train_gpu_mem_mb,val_loss,val_ppl,val_bpc
1,2.145335858818427,8.544910639000964,10592.713766615785,17.26280951499939,1732.80078125,4816.53271484375,1.6000423900609004,4.953242388191384,2.308171263940794
2,1.493238317349749,4.451487532782249,9896.4543151927,18.477324724197388,1499.421875,4813.78271484375,1.418142569410341,4.129443158408885,2.045768254152019
3,1.3711608437281606,3.939921675226708,10987.109667199937,16.643139600753784,1499.6171875,4813.78271484375,1.3539048030846013,3.8725174641458344,1.9531008553294331
4,1.3243520849964674,3.759748568162957,10987.450593281457,16.64262318611145,1499.75390625,4813.78271484375,1.3295186147235887,3.7792236869762093,1.917922100340452
5,1.298964191226277,3.6654979456519405,11315.388993295941,16.160292863845825,1499.84375,4813.78271484375,1.3258054935929031,3.765216992016858,1.912565667569284
6,1.2832807453914974,3.608458761797163,11107.753657832342,16.462374448776245,1499.94921875,4813.78271484375,1.318131515355819,3.736433382414345,1.9014954258325822
7,1.2707311178732268,3.5634569172369757,10925.111108746523,16.737587213516235,1499.95703125,4813.78271484375,1.3204780670693044,3.745211411592002,1.904880488170969
8,1.263280975469859,3.5370073047844683,11151.47244354015,16.397834539413452,1500.0625,4813.78271484375,1.3176103141825388,3.7344864563656914,1.9007435572706175
9,1.2542597245964038,3.5052425687983075,9950.082254676454,18.377737522125244,1500.125,4813.78271484375,1.3232396606886228,3.755568457923538,1.9088642770220574
10,1.2450644127912938,3.4731585079660037,10068.440723957463,18.161700010299683,1500.125,4813.78271484375,1.3326712750170278,3.7911570965433072,1.9224700297825
11,1.2361441151613117,3.4423146729773695,10588.52854284495,17.269632816314697,1500.125,4813.78271484375,1.3287386821995404,3.7762772966492615,1.9167969939988927
12,1.225802447654272,3.4068988441810495,10952.974346873736,16.695008516311646,1500.125,4813.78271484375,1.3317621467369876,3.7877120146607317,1.9211585496715606
13,1.2190115409783744,3.3838412915310045,10547.603878994434,17.336638927459717,1500.12109375,4813.78271484375,1.3475881716024116,3.8481332924068967,1.9439886797004244
14,1.2096187006732273,3.352206214857869,10599.95823206666,17.25101137161255,1500.12109375,4813.78271484375,1.3486070378484434,3.8520560235585974,1.945458464379567
15,1.1998630235860896,3.3196621761721956,11085.971605144789,16.494720220565796,1500.12109375,4813.78271484375,1.3561727676254753,3.881310163434646,1.9563725502628928
16,1.1846786005093053,3.2696357932963176,11079.693303420763,16.504066944122314,1500.12109375,4813.78271484375,1.369151599389047,3.9320133574361154,1.9750954082960839
17,1.1750308902085278,3.2382429722936807,10647.78083973053,17.173531532287598,1500.1640625,4813.78271484375,1.3669358229416022,3.923310540157106,1.9718989982790252
18,1.1579716910245994,3.183469663139378,10666.667966186722,17.143122911453247,1500.1640625,4813.78271484375,1.3834135020297598,3.988493146409641,1.9956691843715797
19,1.1430421712859955,3.1362950136255785,10476.261984615992,17.45469903945923,1500.1640625,4813.78271484375,1.392846058804132,4.026292828016173,2.0092762966751905
20,1.125095412723478,3.0805107548174475,10736.38780980765,17.03179907798767,1500.15234375,4813.78271484375,1.4136358589958733,4.110874826396133,2.0392670142235056
